순번,단지명,회사명,대표자명,공장대표주소(도로명),대표업종번호,업종명,생산품
1,김제지평선일반산업단지,(유)대흥산업,김동우,전북특별자치도 김제시 백산면 지평선산단5길 139-14,22212,플라스틱 필름 제조업 외 1 종,농업용필름
2,김제지평선일반산업단지,(유)동재산업,김정회,전북특별자치도 김제시 백산면 지평선산단3길 89-33 외 1필지,25922,도금업,용융 아연 도금
3,김제지평선일반산업단지,(유)서진이엔씨,박수배,전북특별자치도 김제시 백산면 지평선산단2길 20,30201,차체 및 특장차 제조업 외 2 종,"아웃트리거,붐,마늘파종기,로더, 로타리, 태양광구조물"
4,김제지평선일반산업단지,(유)서한산업,김은철,전북특별자치도 김제시 백산면 지평선산단2길 16,25932,일반철물 제조업,금속가공
5,김제지평선일반산업단지,(유)석영정밀,김유수,전북특별자치도 김제시 백산면 지평선산단3길 128,29294,주형 및 금형 제조업,"자동차부품, 생활용품, 기타 농업용 금형제작 및 수리"
6,김제지평선일반산업단지,(유)정윤기업,조진무,"전북특별자치도 김제시 백산면 지평선산단6길 143, 1동",29292,"고무, 화학섬유 및 플라스틱 성형기 제조업","가정용 플라스틱 환풍기, 상용차 플라스틱 내장재"
7,김제지평선일반산업단지,(주)광스틸,곽인학,전북특별자치도 김제시 백산면 지평선산단4길 131,25112,구조용 금속 판제품 및 공작물 제조업 외 2 종,FLASHING(조립식건축마감재)
8,김제지평선일반산업단지,(주)극동테크,권혁신,전북특별자치도 김제시 백산면 지평선산단3길 128,22232,포장용 플라스틱 성형용기 제조업 외 2 종,플라스틱 제품
9,김제지평선일반산업단지,(주)글로텍,이정기,전북특별자치도 김제시 백산면 지평선산단2길 126,16231,목재 깔판류 및 기타 적재판 제조업 외 1 종,"목재포장용기,자동차부품포장"
10,김제지평선일반산업단지,(주)다스,조주현,전북특별자치도 김제시 백산면 지평선산단3길 61,26295,전자감지장치 제조업,기울기센서 외 전자부품
11,김제지평선일반산업단지,(주)대승,"윤기옥, 정세민, 김장송",전북특별자치도 김제시 백산면 지평선산단4길 115-33,30399,그 외 자동차용 신품 부품 제조업 외 3 종,CON-ROD(자동차엔진부품)
12,김제지평선일반산업단지,(주)두산전자사업 김제공장,유승우,전북특별자치도 김제시 백산면 지평선산단4길 66 외 7필지,26221,인쇄회로기판용 적층판 제조업 외 3 종,"인쇄회로용 연성회로기판, 인쇄회로용 연성회로기판, 인쇄회로용 연성회로기판, 폴리아미드 수지"
13,김제지평선일반산업단지,(주)신성엔지니어링,배근혁,전북특별자치도 김제시 백산면 지평선산단6길 235,29210,농업 및 임업용 기계 제조업,농업용기계
14,김제지평선일반산업단지,(주)아이즈텍,김철웅,전북특별자치도 김제시 백산면 지평선산단1길 214-19,28422,일반용 전기 조명장치 제조업 외 4 종,"신재생에너지 가로등용 조명, 가로등주, 영상감시장치"
15,김제지평선일반산업단지,(주)알루포스,정용훈,"전북특별자치도 김제시 백산면 지평선산단6길 115,",25912,금속 단조제품 제조업,방산 및 상용차용 알루미늄 단조휠 및 부품
16,김제지평선일반산업단지,(주)오토티앤에스,문남수,"전북특별자치도 김제시 백산면 지평선산단6길 223,",30320,자동차 차체용 신품 부품 제조업 외 1 종,"자동차외장부품, 대체인증부품"
17,김제지평선일반산업단지,(주)유림,배용준,전북특별자치도 김제시 백산면 지평선산단6길 163,25112,구조용 금속 판제품 및 공작물 제조업,계단 핸드레일
18,김제지평선일반산업단지,(주)제로테크,"정재은,이정수",전북특별자치도 김제시 백산면 부거리 1569-6번지 외 2필지,25923,도장 및 기타 피막처리업,알루미늄휠 도장 및 기타 피막처리
19,김제지평선일반산업단지,(주)제이엠,문일영,전북특별자치도 김제시 백산면 지평선산단5길 258 외 1필지,25921,금속 열처리업 외 1 종,"베어링, 자동차부품"
20,김제지평선일반산업단지,(주)참고을 지평선 제2공장,김윤권,전북특별자치도 김제시 백산면 지평선산단5길 320,10742,천연 및 혼합조제 조미료 제조업,"식물성 식용유지(참기름, 들기름 등), 볶음참깨"
21,김제지평선일반산업단지,(주)참고을 지평선공장,김윤권,전북특별자치도 김제시 백산면 부거리 1583-11번지 외 3필지,10402,식물성 유지 제조업 외 2 종,"식물성유지류(참기름, 들기름 외), 기타농산가공품(볶음참깨), 당류(물엿 외) "
22,김제지평선일반산업단지,(주)코아스,이도훈,전북특별자치도 김제시 백산면 부거리 1568-5번지,30201,차체 및 특장차 제조업,이동형목욕차 등
23,김제지평선일반산업단지,(주)코어메탈,조초산,전북특별자치도 김제시 백산면 부거리 1567-1번지,24219,"기타 비철금속 제련, 정련 및 합금 제조업",동 인코트
24,김제지평선일반산업단지,(주)한엑스,한성희,전북특별자치도 김제시 백산면 지평선산단4길 183,30399,그 외 자동차용 신품 부품 제조업 외 4 종,Urea Tank
25,김제지평선일반산업단지,가람환경 주식회사,이도혁,전북특별자치도 김제시 백산면 지평선산단1길 273,29299,그 외 기타 특수목적용 기계 제조업,대기방지시설
26,김제지평선일반산업단지,넷제로솔루션 주식회사,최전호,전북특별자치도 김제시 백산면 지평선산단5길 183,28909,그 외 기타 전기장비 제조업,태양광모듈패널
27,김제지평선일반산업단지,농업회사법인 유한회사 새만금에이피,방기석,전북특별자치도 김제시 백산면 지평선산단6길 143,10309,기타 과실ㆍ채소 가공 및 저장 처리업 외 1 종,"건고추, 건새싹보리, 건새싹규리, 건고추, 건새싹보리, 건새싹규리"
28,김제지평선일반산업단지,농업회사법인 유한회사 온다라식품,변병성,전북특별자치도 김제시 백산면 부거리 1583-13번지,10129,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,"순대류, 돈부산물"
29,김제지평선일반산업단지,농업회사법인 주식회사 이엔푸드,문형선,전북특별자치도 김제시 백산면 지평선산단5길 284,10121,가금류 가공 및 저장 처리업,"육가공식품, 닭고기 부분육"
30,김제지평선일반산업단지,대승정밀 주식회사,"정세민, 김장송",전북특별자치도 김제시 백산면 부거리 1567외 2필지,30320,자동차 차체용 신품 부품 제조업 외 1 종,자동차부품(제어장치하우징)
31,김제지평선일반산업단지,대승정밀(주),"정세민, 김장송",전북특별자치도 김제시 백산면 지평선산단4길 89,30310,자동차 엔진용 신품 부품 제조업 외 2 종,자동차 엔진실린더블럭 외
32,김제지평선일반산업단지,도드람김제에프엠씨,박광욱,전북특별자치도 김제시 백산면 부거리 1583-6번지,10111,육류 도축업(가금류 제외) 외 2 종,"지육, 부분육포장제품,내장등부산물"
33,김제지평선일반산업단지,렉스젠 주식회사,안순현,전북특별자치도 김제시 백산면 지평선산단3길 136,25119,기타 구조용 금속제품 제조업 외 2 종,"금속기둥 철구조물, 교통신호등 폴 "
34,김제지평선일반산업단지,렉스젠(주),"안순현, 홍중표",전북특별자치도 김제시 백산면 부거리 1549-12,25119,기타 구조용 금속제품 제조업 외 2 종,금속기둥 철구조물 
35,김제지평선일반산업단지,로얄캐닌코리아 유한회사,카이시아동,전북특별자치도 김제시 백산면 지평선산단2길 72,10801,배합 사료 제조업 외 1 종,애완동물 사료
36,김제지평선일반산업단지,만원케미칼(주),안상인,전북특별자치도 김제시 백산면 지평선산단6길 191,20499,그 외 기타 분류 안된 화학제품 제조업 외 1 종,부식 및 스케일 방지제 혼합물
37,김제지평선일반산업단지,명지,백은선 외1,전북특별자치도 김제시 백산면 지평선산단1길 214-65,30201,차체 및 특장차 제조업 외 2 종,"특장차 컨트롤러, 특장차 전장 부품, 특장차(이동식 목욕차)"
38,김제지평선일반산업단지,삼동허브(주) 김제공장,신병일,전북특별자치도 김제시 백산면 지평선산단2길 125,30399,그 외 자동차용 신품 부품 제조업 외 3 종,HUB(허브)
39,김제지평선일반산업단지,세중산업 주식회사,이명애,전북특별자치도 김제시 백산면 지평선산단2길 97,17221,종이 포대 및 가방 제조업 외 1 종,"종이지대,OPP지대,종이가방,봉투"
40,김제지평선일반산업단지,에스엠산업,문성군,전북특별자치도 김제시 백산면 지평선산단3길 89-21,29131,액체 펌프 제조업 외 7 종,"수중모터펌프, 수문, 권양기, 하수처리장치"
41,김제지평선일반산업단지,유한회사 제이케이,조광철,전북특별자치도 김제시 백산면 지평선산단3길 89-15,25923,도장 및 기타 피막처리업,비금속도장
42,김제지평선일반산업단지,유한회사 제이피산업개발,김기석,전북특별자치도 김제시 백산면 지평선산단5길 55-15,25113,육상 금속 골조 구조재 제조업,태양광 및 철 구조물 
43,김제지평선일반산업단지,유한회사 티엠에스(TMS),곽환영,전북특별자치도 김제시 백산면 부거리 1569-1번지,28112,변압기 제조업 외 1 종,변압기
44,김제지평선일반산업단지,자이로,염대영,전북특별자치도 김제시 백산면 부거리 1559-10번지,29131,액체 펌프 제조업 외 6 종,"유체기계, 수문, 수처리기계, 전기제어장치"
45,김제지평선일반산업단지,주식회사 광스틸,곽인학,"전북특별자치도 김제시 백산면 지평선산단4길 149,",25111,"금속 문, 창, 셔터 및 관련제품 제조업 외 5 종",건축용 외장재 및 금속창호
46,김제지평선일반산업단지,주식회사 금화전기,박세린,전북특별자치도 김제시 백산면 부거리 1570-22번지,25113,육상 금속 골조 구조재 제조업,조립용 금속 구조재
47,김제지평선일반산업단지,주식회사 다오코리아,전영천,전북특별자치도 김제시 백산면 부거리 1570-15번지,33309,기타 운동 및 경기용구 제조업 외 2 종,"운동용매트, 유도복, 생활매트"
48,김제지평선일반산업단지,주식회사 레이머티리얼즈,하광,전북특별자치도 김제시 백산면 지평선산단6길 169,23121,"1차 유리제품, 유리섬유 및 광학용 유리 제조업",플라스틱 안경렌즈
49,김제지평선일반산업단지,주식회사 레이머티리얼즈,하광,전북특별자치도 김제시 백산면 부거리 1568,27193,안경 및 안경렌즈 제조업 외 1 종,김서림방지 안경렌즈 및 오토바이 헬맷쉴드
50,김제지평선일반산업단지,주식회사 리베로,노경영,전북특별자치도 김제시 백산면 부거리 1583-23번지,20202,합성수지 및 기타 플라스틱 물질 제조업 외 1 종,폴리프로필렌글리콜
51,김제지평선일반산업단지,주식회사 비엔케이,최원석,전북특별자치도 김제시 백산면 지평선산단2길 16,30201,차체 및 특장차 제조업,교량점검차
52,김제지평선일반산업단지,주식회사 새론,윤희정,전북특별자치도 김제시 백산면 지평선산단5길 162,25113,육상 금속 골조 구조재 제조업 외 1 종,조립용 금속 구조재
53,김제지평선일반산업단지,주식회사 새롬산업,김숙자,전북특별자치도 김제시 백산면 지평선산단5길 244,23991,아스팔트 콘크리트 및 혼합제품 제조업 외 2 종,"아스팔트 및 콘크리트 혼합제품, 그 외 분류안된 비금속 광물제품 제조"
54,김제지평선일반산업단지,주식회사 선진글로텍,박해경,전북특별자치도 김제시 백산면 지평선산단1길 214-53,13229,기타 직물제품 제조업,스펀본드 부직포
55,김제지평선일반산업단지,주식회사 선진에스앤에프,송인희,전북특별자치도 김제시 백산면 지평선산단5길 100,13992,부직포 및 펠트 제조업,필터용 부직포
56,김제지평선일반산업단지,주식회사 선진이앤지,송인희,전북특별자치도 김제시 백산면 지평선산단5길 108,13992,부직포 및 펠트 제조업,필터용 부직포
57,김제지평선일반산업단지,주식회사 선진이앤지,송인희,전북특별자치도 김제시 백산면 부거리 1568-6,13229,기타 직물제품 제조업,황사방역용 마스크
58,김제지평선일반산업단지,주식회사 솔지,박승현,전북특별자치도 김제시 백산면 지평선산단5길 170,25113,육상 금속 골조 구조재 제조업 외 1 종,조립용 금속 구조재
59,김제지평선일반산업단지,주식회사 신화철강,김윤호,전북특별자치도 김제시 백산면 지평선산단4길 115-24,25113,육상 금속 골조 구조재 제조업,"육상태양광구조물, 상부.하지구구조물"
60,김제지평선일반산업단지,주식회사 아성,강성덕,전북특별자치도 김제시 백산면 부거리 1570-20,29280,산업용 로봇 제조업,로봇시스템(자동화)
61,김제지평선일반산업단지,주식회사 아이오토,김영석,전북특별자치도 김제시 백산면 지평선산단6길 223,30399,그 외 자동차용 신품 부품 제조업,"SVN, AVN, 자동차전장부품외"
62,김제지평선일반산업단지,주식회사 에스디기술단,이동훈,전북특별자치도 김제시 백산면 지평선산단2길 16,25112,구조용 금속 판제품 및 공작물 제조업 외 2 종,구조용 금속구조물
63,김제지평선일반산업단지,주식회사 에스디에너지,이동훈,전북특별자치도 김제시 백산면 지평선산단2길 16,25112,구조용 금속 판제품 및 공작물 제조업 외 3 종,구조용 금속구조물
64,김제지평선일반산업단지,주식회사 에스앤피,송인희,전북특별자치도 김제시 백산면 부거리 1570-1번지,13992,부직포 및 펠트 제조업,필터용 부직포
65,김제지평선일반산업단지,주식회사 에이스중공업,신이철,전북특별자치도 김제시 백산면 지평선산단3길 89-13,29131,액체 펌프 제조업 외 10 종,"액체펌프, 하수처리장치 및 구성품류, 수문류, 송풍기"
66,김제지평선일반산업단지,주식회사 영웅전기,강옥심,전북특별자치도 김제시 백산면 지평선산단5길 170,25113,육상 금속 골조 구조재 제조업 외 1 종,"조립용 금속 골조 구조재, 태양광발전 구조물"
67,김제지평선일반산업단지,주식회사 웅진산업,김형진,전북특별자치도 김제시 백산면 부거리 1583-21번지,20493,접착제 및 젤라틴 제조업,지류첩착제
68,김제지평선일반산업단지,주식회사 일강,정세민,전북특별자치도 김제시 백산면 백석로 344,30331,자동차용 신품 동력전달장치 제조업 외 3 종,자동차 트랜스미션 케이스
69,김제지평선일반산업단지,주식회사 케이디케이정밀 ,조정곤,전북특별자치도 김제시 백산면 지평선산단4길 115-24,24321,알루미늄주물 주조업,자동차 부품
70,김제지평선일반산업단지,주식회사 케이비아이(KBI),박종민,전북특별자치도 김제시 백산면 지평선산단2길 16,25113,육상 금속 골조 구조재 제조업,철구조물제작
71,김제지평선일반산업단지,주식회사 케이비아이(KBI),박종민,전북특별자치도 김제시 백산면 지평선산단3길 89-53,25923,도장 및 기타 피막처리업,철구조물
72,김제지평선일반산업단지,주식회사 투플러스,이예승,전북특별자치도 김제시 백산면 지평선산단1길 214-8,25111,"금속 문, 창, 셔터 및 관련제품 제조업",금속 문
73,김제지평선일반산업단지,주식회사 특고압전기,곽상민,전북특별자치도 김제시 백산면 지평선산단5길 139-14,28112,변압기 제조업,변압기
74,김제지평선일반산업단지,주식회사 티엠시,조영호,전북특별자치도 김제시 백산면 지평선산단3길 158 (백산면),30310,자동차 엔진용 신품 부품 제조업 외 5 종,"이중관 파이프, 주물합금관, 소독기"
75,김제지평선일반산업단지,주식회사 호룡,박장현,전북특별자치도 김제시 백산면 부거리 1571-3 외 5필지,29241,건설 및 채광용 기계장비 제조업 외 2 종,"전기굴착기, 자주식 고소작업대"
76,김제지평선일반산업단지,트라웍스 주식회사,김선미,전북특별자치도 김제시 백산면 지평선산단3길 142,25119,기타 구조용 금속제품 제조업 외 2 종,"금속기둥 철구조물, 교통신호등 폴"
77,김제지평선일반산업단지,트라웍스(주),김선미,전북특별자치도 김제시 백산면 지평선산단2길 16,25113,육상 금속 골조 구조재 제조업 외 2 종,금속기둥 철구조물
78,김제지평선일반산업단지,평안정공(주),최금성,전북특별자치도 김제시 백산면 지평선산단4길 20,30399,그 외 자동차용 신품 부품 제조업,액슬하우징
79,김제지평선일반산업단지,한길금속 주식회사,한미화,전북특별자치도 김제시 백산면 부거리 1567-2번지,25111,"금속 문, 창, 셔터 및 관련제품 제조업",금속 문
80,김제지평선일반산업단지,한울자동화,윤석상,전북특별자치도 김제시 백산면 부거리 1583-31번지,28123,배전반 및 전기 자동제어반 제조업,"배전반, 분전반, 제어반"
81,김제지평선일반산업단지,해원에스티(주),안양순,전북특별자치도 김제시 백산면 지평선산단5길 183,24121,열간 압연 및 압출 제품 제조업,철강재
82,김제지평선일반산업단지,해피키친 주식회사,안향민,전북특별자치도 김제시 백산면 지평선산단3길 128,30399,그 외 자동차용 신품 부품 제조업,      자동차용 신품 부품
83,김제지평선일반산업단지,현명산업 주식회사,조현규,전북특별자치도 김제시 백산면 지평선산단5길 177,25913,자동차용 금속 압형제품 제조업,특장차부품(고가사다리차부품)
84,김제백구농공단지,(주)나래,박용수,전북특별자치도 김제시 백구면 백구공단길 50,30201,차체 및 특장차 제조업 외 3 종,"특장차, 자동차전기장치"
85,김제백구농공단지,(주)다온특장,고관석,전북특별자치도 김제시 백구면 백구공단길 24,30201,차체 및 특장차 제조업 외 1 종,캠핑카
86,김제백구농공단지,(주)다이브텍,최은엽,"전북특별자치도 김제시 백구면 백구공단2길 27,",30201,차체 및 특장차 제조업,특장차 및 부품
87,김제백구농공단지,(주)에이엠특장,윤홍식,전북특별자치도 김제시 백구면 반월리 782번지,30201,차체 및 특장차 제조업,환경관련청소차
88,김제백구농공단지,(주)자명,오종근,전북특별자치도 김제시 백구면 백구공단길 37,30320,자동차 차체용 신품 부품 제조업,농업용버켓
89,김제백구농공단지,(주)진우에스엠씨 김제지점,이준호,전북특별자치도 김제시 백구면 백구공단1길 20 외 1필지,30201,차체 및 특장차 제조업,다목적 경소형 전기트럭외
90,김제백구농공단지,(주)한신,고재필 ,전북특별자치도 김제시 백구면 반월리 771번지,30201,차체 및 특장차 제조업 외 1 종,특장차(고소작업차)
91,김제백구농공단지,(주)휴빌,강병곤,전북특별자치도 김제시 백구면 백구공단길 50,30201,차체 및 특장차 제조업,캠핑카
92,김제백구농공단지,(주)휴빌,강병곤,전북특별자치도 김제시 백구면 백구공단길 54,30201,차체 및 특장차 제조업,캠핑카
93,김제백구농공단지,SD중공업,김종철,전북특별자치도 김제시 백구면 백구공단1길 39,30203,트레일러 및 세미트레일러 제조업,소형 트레일러
94,김제백구농공단지,디에스산업,조민규,전북특별자치도 김제시 백구면 백구공단2길 10,30399,그 외 자동차용 신품 부품 제조업 외 5 종,"머플러관련부품,엔진관련커버류"
95,김제백구농공단지,삼우정밀,황영택,전북특별자치도 김제시 백구면 백구공단2길 14,30399,그 외 자동차용 신품 부품 제조업 외 3 종,제동장치 플러그
96,김제백구농공단지,성우특장,임정택,전북특별자치도 김제시 백구면 백구공단1길 34,30201,차체 및 특장차 제조업 외 1 종,"트레일러, 가축운반차, 더 덤프, 셀프로더"
97,김제백구농공단지,예손건드릴,김재근,"전북특별자치도 김제시 백구면 백구공단길 24,",30392,자동차용 신품 제동장치 제조업 외 3 종,자동차부품
98,김제백구농공단지,유한회사 건우특장,정일수,전북특별자치도 김제시 백구면 백구공단1길 39,30320,자동차 차체용 신품 부품 제조업,자동차부품
99,김제백구농공단지,유한회사 태왕,허기호,전북특별자치도 김제시 백구면 백구공단2길 31,30201,차체 및 특장차 제조업 외 1 종,"특장차 부품 생산용 프레스 금형, 특장차 개조용 부품"
100,김제백구농공단지,이오텍,고관석,전북특별자치도 김제시 백구면 백구공단길 24,30399,그 외 자동차용 신품 부품 제조업 외 3 종,특장차 부품
101,김제백구농공단지,이지스특장 주식회사,최만,전북특별자치도 김제시 백구면 반월리 756번지,30201,차체 및 특장차 제조업 외 1 종,청소차량
102,김제백구농공단지,자명플랜트,오종근,전북특별자치도 김제시 백구면 반월리 781번지,30320,자동차 차체용 신품 부품 제조업 외 1 종,특장차 부품
103,김제백구농공단지,정우테크,노태환,전북특별자치도 김제시 백구면 백구공단2길 24,30399,그 외 자동차용 신품 부품 제조업 외 4 종,"PLUG BOSS, BALL STUD(대,소), 스트라잌크 등"
104,김제백구농공단지,주식회사 가자,전용희,전북특별자치도 김제시 백구면 반월리 738번지,30203,트레일러 및 세미트레일러 제조업 외 15 종,캠핑트레일러
105,김제백구농공단지,주식회사 광명이엔지,송재수,전북특별자치도 김제시 백구면 백구공단2길 32,30332,자동차용 신품 전기장치 제조업 외 17 종,하네스와이어링컨넥터
106,김제백구농공단지,주식회사 국도특장,김재영,전북특별자치도 김제시 백구면 백구공단길 23 외 1필지,30201,차체 및 특장차 제조업 외 3 종,"가변축 KIT, 무진동KIT"
107,김제백구농공단지,주식회사 금명특장,인인교,전북특별자치도 김제시 백구면 백구공단1길 11,30201,차체 및 특장차 제조업 외 2 종,"특장차, 유압크레인"
108,김제백구농공단지,주식회사 몰드,이현수,전북특별자치도 김제시 백구면 백구공단2길 32,30202,자동차 구조 및 장치 변경업  외 1 종,자동차 부품
109,김제백구농공단지,주식회사 비케이솔루션,최낙춘,전북특별자치도 김제시 백구면 백구공단2길 27,30203,트레일러 및 세미트레일러 제조업,주거용 및 캠핑용 트레일러 제조
110,김제백구농공단지,주식회사 신흥티지,옥재용,전북특별자치도 김제시 백구면 반월리 777번지,30201,차체 및 특장차 제조업 외 1 종,자동차및트레일러 적재함
111,김제백구농공단지,주식회사 엠닉스,박진춘,전북특별자치도 김제시 백구면 백구공단1길 26,30203,트레일러 및 세미트레일러 제조업 외 11 종,캠핑트레일러
112,김제백구농공단지,주식회사 유니캠프,오완곤,전북특별자치도 김제시 백구면 백구공단길 45,30201,차체 및 특장차 제조업,"캠핑카, 이동업무차"
113,김제백구농공단지,주식회사 창운기전,윤선아,전북특별자치도 김제시 백구면 백구공단1길 42,30392,자동차용 신품 제동장치 제조업,하네스 와이어링컨넥터
114,김제백구농공단지,주식회사 천하,강희곤,전북특별자치도 김제시 백구면 백구공단2길 9,30201,차체 및 특장차 제조업,"고가사다리차,고소작업차"
115,김제백구농공단지,창운전기 주식회사,이창운,전북특별자치도 김제시 백구면 백구공단2길 30 외 1필지,30332,자동차용 신품 전기장치 제조업 외 4 종,하네스와이어링컨넥터
116,김제백구농공단지,태안이엔지 주식회사,김경표,전북특별자치도 김제시 백구면 반월리 752-1번지,30332,자동차용 신품 전기장치 제조업 외 1 종,자동차용 코트롤박스
117,김제백구농공단지,태왕테크,허기호,전북특별자치도 김제시 백구면 백구공단2길 31,30201,차체 및 특장차 제조업 외 2 종,특장차 개조 부품
118,김제백구농공단지,한국쓰리축공업,김재영,전북특별자치도 김제시 백구면 백구공단길 9,30201,차체 및 특장차 제조업,가변축KIT
119,김제백구농공단지,협승산업,이용식외 1명,전북특별자치도 김제시 백구면 백구공단길 28,30320,자동차 차체용 신품 부품 제조업 외 4 종,자동차 차체 부품(운반카)
120,김제봉황농공단지,(유) 한푸드,정치웅,전북특별자치도 김제시 봉황공단2길 78-20 (오정동),10619,기타 곡물 가공품 제조업,누룽지
121,김제봉황농공단지,(유)강민케미칼,강희권,"전북특별자치도 김제시 봉황공단2길 77-17 (오정동, (유) 강민케미칼)",22212,플라스틱 필름 제조업 외 1 종,스트레치필름
122,김제봉황농공단지,(유)금란산업개발,은윤기,"전북특별자치도 김제시 봉황로 1148, 1동 (월성동)",25112,구조용 금속 판제품 및 공작물 제조업 외 4 종,난간 및 교량용품
123,김제봉황농공단지,(유)금성상공,진성우,"전북특별자치도 김제시 봉황공단2길 102 (오정동, 금성상공)",10801,배합 사료 제조업 외 1 종,단미사료
124,김제봉황농공단지,(유)대진엔지니어링,조미숙,전북특별자치도 김제시 봉황공단2길 78-32 (월성동),28123,배전반 및 전기 자동제어반 제조업 외 4 종,배전반. 자동제어반. 프로세스제어반
125,김제봉황농공단지,(유)번창산업,함순호,"전북특별자치도 김제시 봉황공단2길 78-25 (오정동, 한성기공)",38321,비금속류 해체 및 선별업 외 1 종,합성수지원료
126,김제봉황농공단지,(유)세웅바이오,고성배,전북특별자치도 김제시 봉황공단1길 61 (월성동) 외 1필지,10402,식물성 유지 제조업 외 5 종,"동.식물성유지, 유기질비료"
127,김제봉황농공단지,(유)에이엔티,이재혁,"전북특별자치도 김제시 봉황공단2길 77-33 (오정동, 에이앤터)",20203,혼성 및 재생 플라스틱 소재 물질 제조업,플라스틱재생원료
128,김제봉황농공단지,(유)일진,배정규,"전북특별자치도 김제시 봉황공단2길 58 (오정동, (유)일진)",25113,육상 금속 골조 구조재 제조업 외 4 종,교통안전시설물
129,김제봉황농공단지,(유)제이씨기술정보통신,이순자,전북특별자치도 김제시 봉황공단2길 30-24 (월성동),26421,방송장비 제조업,"영상감시장치, CCTV카메라"
130,김제봉황농공단지,(유)효성환경,이정필,"전북특별자치도 김제시 봉황공단1길 201 (오정동, (유) 효성환경)",22222,설치용 및 위생용 플라스틱제품 제조업 외 1 종,"PE관, 정화조"
131,김제봉황농공단지,(주)내쇼널 아그로,박병선,전북특별자치도 김제시 봉황공단2길 25 (오정동) 외 4필지,20312,복합비료 및 기타 화학비료 제조업 외 1 종,상토매트
132,김제봉황농공단지,(주)대인,나연수,"전북특별자치도 김제시 봉황공단1길 141 (오정동, ㈜대인) 외 1필지",25944,금속선 가공제품 제조업 외 2 종,"와이어메쉬,결속선, 만생"
133,김제봉황농공단지,(주)대인,나연수,전북특별자치도 김제시 봉황공단2길 75 (오정동),25944,금속선 가공제품 제조업,"용접철망, 수로철망"
134,김제봉황농공단지,(주)두원메디텍(지점),"이경옥, 서효석",전북특별자치도 김제시 봉황공단2길 29-21 (오정동),27199,그 외 기타 의료용 기기 제조업,의약품주입용기구
135,김제봉황농공단지,(주)미리내레즈,김서욱,전북특별자치도 김제시 봉황공단2길 29-34(오정동),25113,육상 금속 골조 구조재 제조업,가로등주
136,김제봉황농공단지,(주)백산엘앤티,오희수,"전북특별자치도 김제시 봉황공단2길 58 (오정동, (유)일진)",28422,일반용 전기 조명장치 제조업 외 1 종,"LED가로등, LED투광등,LED램프"
137,김제봉황농공단지,(주)삼익유가공,이봄이,"전북특별자치도 김제시 봉황공단1길 303, (삼익유가공) (오정동)",10501,액상시유 및 기타 낙농제품 제조업,유청분말
138,김제봉황농공단지,(주)아리울라이팅,김서욱 ,"전북특별자치도 김제시 봉황공단2길 29-34, (오정동 170-3) (오정동)",25113,육상 금속 골조 구조재 제조업 외 10 종,"가로등주, 가로등기구, 분전반, 조명장치"
139,김제봉황농공단지,(주)엄지식품,김상형,전북특별자치도 김제시 봉황공단2길 107 (오정동) 외 1필지,10751,도시락류 제조업 외 1 종,만두류
