순번,단지명,회사명,대표자명,공장대표주소(도로명),대표업종번호,업종명,생산품
140,김제봉황농공단지,(주)엄지식품,김상형,전북특별자치도 김제시 봉황공단2길 77-8 (오정동),10751,도시락류 제조업 외 1 종,"곡류가공품, 냉동만두류"
141,김제봉황농공단지,(주)엄지식품,김상형,전북특별자치도 김제시 봉황공단2길 107 (오정동),10742,천연 및 혼합조제 조미료 제조업,조미식품(소스류)
142,김제봉황농공단지,(주)에코스텍,김용락,"전북특별자치도 김제시 봉황공단2길 77-45 (오정동, ㈜ 에코스텍)",17909,그 외 기타 종이 및 판지 제품 제조업,"계란난좌, 도시락용기"
143,김제봉황농공단지,(주)푸드월드,이재수,"전북특별자치도 김제시 봉황공단1길 107 (오정동, ㈜신명B&F)",10121,가금류 가공 및 저장 처리업,훈제닭가슴살
144,김제봉황농공단지,(주)풍년그린텍,유이상,"전북특별자치도 김제시 봉황공단2길 55 (오정동, ㈜ 신풍) (총 4 필지) 외 3필지",17909,그 외 기타 종이 및 판지 제품 제조업 외 4 종,"계란난좌, 도시락용기"
145,김제봉황농공단지,농업회사법인(유)모양산업,최현옥,전북특별자치도 김제시 봉황공단2길 78-8 (오정동),10301,김치류 제조업 외 1 종,"치킨무, 김치"
146,김제봉황농공단지,두레기계금속,임영대,전북특별자치도 김제시 오정동 170-27번지,24199,그 외 기타 1차 철강 제조업 외 1 종,"스텐파이프, 열처리 코팅"
147,김제봉황농공단지,맥앤캠,최화숙,전북특별자치도 김제시 봉황공단2길 78-25 (오정동),20422,"치약, 비누 및 기타 세제 제조업","세척제, 세정제, 물비누"
148,김제봉황농공단지,명보기업(주),조석진.김철호,"전북특별자치도 김제시 봉황공단1길 61 (월성동, (유)세웅) (총 3 필지) 외 2필지",30399,그 외 자동차용 신품 부품 제조업 외 3 종,버스시트(의자)
149,김제봉황농공단지,서기산업(주),임준영,전북특별자치도 김제시 봉황공단2길 77-38(오정동),25111,"금속 문, 창, 셔터 및 관련제품 제조업 외 9 종","수문,권양기,천재교량,주차설비,펌프"
150,김제봉황농공단지,신풍테크,이병산,전북특별자치도 김제시 봉황공단2길 14 (월성동),13225,직물포대 제조업 외 2 종,"기타 플라스틱 포대, 스톤네트"
151,김제봉황농공단지,에스에스테크,구상용,전북특별자치도 김제시 봉황공단1길 71 (월성동) 외 1필지,26294,"전자코일, 변성기 및 기타 전자 유도자 제조업","동, 황동, 절연제"
152,김제봉황농공단지,영성기업(주),박화담,전북특별자치도 김제시 월성동 491-14번지,17909,그 외 기타 종이 및 판지 제품 제조업 외 1 종,"종이컵,포장용지"
153,김제봉황농공단지,유한회사 가온산업건설,정한별,전북특별자치도 김제시 봉황공단2길 14 (월성동),25112,구조용 금속 판제품 및 공작물 제조업 외 4 종,"버스승강장, 옥외용벤치, 다자인형울타리, 종합폴 "
154,김제봉황농공단지,유한회사 둘레길,강양구,"전북특별자치도 김제시 봉황공단2길 78-25 (오정동, 한성기공)",16102,표면 가공 목재 및 특정 목적용 제재목 제조업 외 2 종,"데크제, 루바, 각재"
155,김제봉황농공단지,유한회사 삼성안전산업,이명자,전북특별자치도 김제시 봉황공단1길 71 (월성동),25112,구조용 금속 판제품 및 공작물 제조업 외 8 종,"볼라드, 차양, 방음벽, 교량용품, 철물, 가로등주, 금속재울타리, 도로시설물 외"
156,김제봉황농공단지,유한회사 삼원,"임민선, 김신정",전북특별자치도 김제시 봉황공단2길 16 (월성동),25112,구조용 금속 판제품 및 공작물 제조업 외 3 종,"논슬립, 두겁대, 합성목재, 금속재울타리, 그레이팅덮개, 도로표지병, 흡음재, 벽패널"
157,김제봉황농공단지,유한회사 서원산업,배형덕,"전북특별자치도 김제시 봉황공단2길 58 (오정동, (유)일진)",25112,구조용 금속 판제품 및 공작물 제조업 외 2 종,"도로표지판, 교통표지판, 버스승강장 등"
158,김제봉황농공단지,유한회사 에스에스테크 ,구상용,전북특별자치도 김제시 봉황공단1길 71(월성동),28909,그 외 기타 전기장비 제조업,고주파 유도 가열장치
159,김제봉황농공단지,유한회사 태산,박상민,전북특별자치도 김제시 봉황공단2길 29-34 (오정동),27213,"물질 검사, 측정 및 분석기구 제조업 외 5 종",계장제어장치외
160,김제봉황농공단지,전일목재산업주식회사 (제2공장),김병진,전북특별자치도 김제시 봉황공단2길 29-34 (오정동),16101,일반 제재업 외 2 종,"목재덱, 조립식구조물, 이동식사다리"
161,김제봉황농공단지,주식회사 더원티이씨,장광수,전북특별자치도 김제시 봉황공단2길 30-3 (오정동),28123,배전반 및 전기 자동제어반 제조업 외 2 종,"CCTV, 계축제어장치, 전광판"
162,김제봉황농공단지,주식회사 마루이앤씨,이경열,전북특별자치도 김제시 봉황공단2길 30-3 (오정동),26421,방송장비 제조업 외 3 종,"보안용 카메라, 방송장비 외 주변기기, 계장제어장치"
163,김제봉황농공단지,주식회사 삼일육산업,송인순,"전북특별자치도 김제시 봉황공단2길 14 (오정동, ㈜호남제면)",22212,플라스틱 필름 제조업 외 2 종,벌집셑
164,김제봉황농공단지,주식회사 승원,고승호,전북특별자치도 김제시 봉황공단2길 78-32 (월성동),29175,액체 여과기 제조업 외 3 종,"여과장치. 염소투입기, 자외선살균기, 등"
165,김제봉황농공단지,주식회사 장원푸드,이승구,전북특별자치도 김제시 봉황공단1길 107(오정동),10122,육류 포장육 및 냉동육 가공업 (가금류 제외),"돈두육,대창"
166,김제봉황농공단지,주식회사 지케이이엔지,김자옥,"전북특별자치도 김제시 봉황로 1148, 2동 (월성동)",25112,구조용 금속 판제품 및 공작물 제조업 외 1 종,금속제울타리
167,김제봉황농공단지,주식회사 함께하면좋은사람들,박준영,전북특별자치도 김제시 봉황공단2길 42 (오정동),10742,천연 및 혼합조제 조미료 제조업,"육수, 소스 등"
168,김제봉황농공단지,크린앤사이언스,신경숙,"전북특별자치도 김제시 봉황공단2길 78-25 (오정동, 한성기공)",13221,침구 및 관련제품 제조업 외 2 종,침구류 및 관련제품
169,김제봉황농공단지,호남제면(주),홍성민,전북특별자치도 김제시 봉황공단2길 14 (오정동),13999,그 외 기타 분류 안된 섬유제품 제조업,면
170,김제서흥농공단지,(유)삼보정보통신,오진균,전북특별자치도 김제시 서흥공단2길 56 (흥사동),26299,그 외 기타 전자부품 제조업 외 11 종,"CCTV, 차량검지기, 전광판"
171,김제서흥농공단지,(유)서우벤딩,서재석,전북특별자치도 김제시 서흥공단2길 56 (흥사동),25913,자동차용 금속 압형제품 제조업 외 5 종,벤딩 및 도로명시설물 
172,김제서흥농공단지,(유)시민기업,노지연,"전북특별자치도 김제시 서흥공단2길 74 (흥사동, 건우)",30320,자동차 차체용 신품 부품 제조업 외 1 종,자동차차체용부품
173,김제서흥농공단지,(유)신흥피엔에스,"이교성, 유혜숙",전북특별자치도 김제시 서흥공단1길 38 (흥사동) 외 3필지,23325,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 2 종,콘크리트블록 등
174,김제서흥농공단지,(유)에스제이엠,김철민,"전북특별자치도 김제시 서흥공단1길 91 (흥사동, ㈜신기그룹)",10402,식물성 유지 제조업 외 2 종,"식용유, 사료등"
175,김제서흥농공단지,(유)한스,이한웅,전북특별자치도 김제시 하공로 180 (흥사동) 외 2필지,23325,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 3 종,"타일, 맨홀, 콘코리트관, 콘크리트블록, 콘크리트배수관"
176,김제서흥농공단지,(유)현정산업,현송배,"전북특별자치도 김제시 서흥공단2길 84 (흥사동, (유)현정산업)",22212,플라스틱 필름 제조업 외 1 종,차광막
177,김제서흥농공단지,(주)그린우드,김태환,전북특별자치도 김제시 서흥공단1길 101 (흥사동),16212,강화 및 재생 목재 제조업 외 6 종,"합성목재, Cover Cheet"
178,김제서흥농공단지,(주)농협사료 전북지사,정준,"전북특별자치도 김제시 하공로 222 (흥사동, 농협사료 김제공장)",10801,배합 사료 제조업 외 1 종,배합사료
179,김제서흥농공단지,(주)대승,"윤기옥, 정세민, 김장송",전북특별자치도 김제시 서흥공단2길 89(흥사동),30399,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품
180,김제서흥농공단지,(주)동화,최광현,"전북특별자치도 김제시 서흥공단1길 65 (흥사동, 동화)",13225,직물포대 제조업,포대.콘테이너
181,김제서흥농공단지,(주)디티알,황의홍,"전북특별자치도 김제시 서흥공단2길 60 (흥사동, 베스테크㈜)",25121,산업용 난방보일러 및 방열기 제조업,산업용보일러
182,김제서흥농공단지,(주)미래전기,서지용,전북특별자치도 김제시 서흥공단2길 81(흥사동),28123,배전반 및 전기 자동제어반 제조업 외 5 종,"분전반, 자동제어반, 가로등주, CCTV"
183,김제서흥농공단지,(주)범세,유헌근,전북특별자치도 김제시 서흥공단1길 43 (흥사동),22299,그 외 기타 플라스틱 제품 제조업,플라스틱보빈
184,김제서흥농공단지,(주)삼동화학,김용근,"전북특별자치도 김제시 서흥공단1길 91 (흥사동, ㈜신기그룹)",22212,플라스틱 필름 제조업 외 1 종,비닐
185,김제서흥농공단지,(주)삼정디씨피,이문승,"전북특별자치도 김제시 서흥공단1길 21 (흥사동, 삼정디씨피) (총 2 필지) 외 1필지",22211,"플라스틱 선, 봉, 관 및 호스 제조업 외 2 종","PVC이중벽하수관,이중벽PE하수관,PE수도관"
186,김제서흥농공단지,(주)삼정디씨피 제2공장,이문승,전북특별자치도 김제시 서흥공단1길 91 (흥사동),22211,"플라스틱 선, 봉, 관 및 호스 제조업 외 4 종",상수도용 주철재 부속제조
187,김제서흥농공단지,(주)신아,양영숙,"전북특별자치도 김제시 서흥공단1길 64 (흥사동, S.A㈜신아) (총 2 필지) 외 1필지",19101,코크스 및 관련제품 제조업 외 3 종,"코크스가탄재, 시멘트치환제,석고"
188,김제서흥농공단지,(주)아란,한승용,전북특별자치도 김제시 서흥공단1길 67 (흥사동),23329,그 외 기타 콘크리트 제품 및 유사제품 제조업 외 4 종,인공의 암(암석)
189,김제서흥농공단지,(주)우리에스앤피,김상현,전북특별자치도 김제시 서흥공단2길 81 (흥사동),29199,그 외 기타 일반목적용 기계 제조업 외 1 종,"엔진커버,브라켓"
190,김제서흥농공단지,(주)이엠시스코,이문승,전북특별자치도 김제시 서흥공단1길 91(흥사동),22211,"플라스틱 선, 봉, 관 및 호스 제조업 외 3 종",플라스틱 관 및 이음관
191,김제서흥농공단지,(주)지서산업,김충엽,전북특별자치도 김제시 서흥공단1길 67 (흥사동),25111,"금속 문, 창, 셔터 및 관련제품 제조업 외 5 종","수문, 가동보, 크레인 등"
192,김제서흥농공단지,(주)한영산업,박월수,전북특별자치도 김제시 서흥공단1길 67 (흥사동),25111,"금속 문, 창, 셔터 및 관련제품 제조업 외 5 종","수문, 권양기, 펌프, 밸브, 모터, 크레인, 제진기"
193,김제서흥농공단지,그림길,"배완수, 김미임",전북특별자치도 김제시 서흥공단2길 81 (흥사동),22191,고무패킹류 제조업 외 1 종,바닥식융착제
194,김제서흥농공단지,다복솔식품,고운주,전북특별자치도 김제시 서흥공단2길 6 (흥사동),10711,떡류 제조업 외 2 종,"빵, 떡, 과자류"
195,김제서흥농공단지,변암금속,김현례,"전북특별자치도 김제시 서흥공단2길 69 (흥사동, ㈜비에이메탈)",25924,절삭가공 및 유사처리업 외 1 종,강주물품
196,김제서흥농공단지,비에이메탈(주),김연섭,"전북특별자치도 김제시 서흥공단2길 69 (흥사동, ㈜비에이메탈)",24312,강주물 주조업 외 9 종,산업기계용정밀주조품
197,김제서흥농공단지,삼오전기 주식회사,김은하,"전북특별자치도 김제시 하공로 174, (흥사동 205-40번지) (흥사동)",28123,배전반 및 전기 자동제어반 제조업 외 5 종,"배전반,가로등주,CCTV"
198,김제서흥농공단지,에스케이정밀,이상규,전북특별자치도 김제시 서흥공단2길 84(흥사동),25112,구조용 금속 판제품 및 공작물 제조업 외 4 종,자동차부품
199,김제서흥농공단지,유한회사 금호디자인,강성원,전북특별자치도 김제시 서흥공단2길 81 (흥사동),33910,간판 및 광고물 제조업,간판
200,김제서흥농공단지,유한회사 시원이엔지,박용석,"전북특별자치도 김제시 하공로 174 (흥사동, 금산송주)",26421,방송장비 제조업 외 1 종,"스피커,CCTV"
201,김제서흥농공단지,유한회사 아트윌,김윤오,전북특별자치도 김제시 서흥공단2길 81 (흥사동),22299,그 외 기타 플라스틱 제품 제조업 외 4 종,조형물
202,김제서흥농공단지,유한회사 온광이앤씨,김은희,전북특별자치도 김제시 서흥공단2길 84 (흥사동),28422,일반용 전기 조명장치 제조업 외 3 종,"LED 경관조명, LED 가로등기구, LED 일반조명등, 조명제어반, 가로등주, 공원등주"
203,김제서흥농공단지,정산업,김종관,전북특별자치도 김제시 서흥공단2길 60 (흥사동),25929,그 외 기타 금속가공업,플라즈마 용사코팅
204,김제서흥농공단지,조영산업(주),장욱,전북특별자치도 김제시 흥사동 286-27번지 외 1필지,24229,"기타 비철금속 압연, 압출 및 연신 제품 제조업","pp사, pp밴드,필링사"
205,김제서흥농공단지,주식회사  대온,윤주하,전북특별자치도 김제시 서흥공단2길 56 (흥사동),25111,"금속 문, 창, 셔터 및 관련제품 제조업 외 11 종","액체펌프, 수문, 호이스트, 크레인,제진기, 수문권양기, 교반기, 탈취기"
206,김제서흥농공단지,주식회사 삼부 ,조길봉,전북특별자치도 김제시 서흥공단2길 38 (흥사동),30122,화물자동차 및 특수목적용 자동차 제조업 외 5 종,"쓰리축 장착, 덤프트럭 제조, 곡물수송차 제조"
207,김제서흥농공단지,주식회사 삼부레저텍 ,조길봉,전북특별자치도 김제시 서흥공단2길 22 (흥사동),30201,차체 및 특장차 제조업 외 7 종,"캠핑카, 레저용 트레일러 등 "
208,김제서흥농공단지,주식회사 상진개발,손선은,전북특별자치도 김제시 서흥공단2길 56 (흥사동),28422,일반용 전기 조명장치 제조업,LED 조명
209,김제서흥농공단지,주식회사 제일,허점숙,전북특별자치도 김제시 하공로 174 (흥사동),25999,그 외 기타 분류 안된 금속 가공 제품 제조업 외 3 종,조형물
210,김제서흥농공단지,주식회사 태극전기,왕진호,"전북특별자치도 김제시 하공로 174 (흥사동, 금산송주)",28422,일반용 전기 조명장치 제조업 외 7 종,LED 조명기구
211,김제서흥농공단지,하이스트 주식회사,임병완,전북특별자치도 김제시 서흥공단2길 56 (흥사동),29175,액체 여과기 제조업 외 13 종,"액체여과기, 금속 울타리, 계단, 사다리 등, 육상 금속 골조 구조재, 수문문비, 문틀 등, 농업용 살포차 등, 차체용부품 등, 수문밸브, 배전반 및 전기자동제어반, 수문권양기, 기체여과기, 산업용 송풍기 및  배기장치, 금속탱크 및 저장용기, 벌류트 펌프, 수중펌프 등, 농기계부품 등"
212,김제서흥농공단지,한민산업(주),정혜란,전북특별자치도 김제시 서흥공단2길 81 (흥사동),28123,배전반 및 전기 자동제어반 제조업 외 2 종,"자동제어반, 계장제어장치 등"
213,김제만경농공단지,(유)신성정밀,손성춘,전북특별자치도 김제시 만경읍 만경공단1길 96,30201,차체 및 특장차 제조업,"자동차, 사다리차용접품"
214,김제만경농공단지,(유)예광케미칼,이장희,전북특별자치도 김제시 만경읍 만경공단2길 10,30202,자동차 구조 및 장치 변경업 ,샤시 탑
215,김제만경농공단지,(유)웅진기계,선광주,전북특별자치도 김제시 만경읍 만경공단2길 33 (㈜ 인뉴보텍),29210,농업 및 임업용 기계 제조업,트랙터부착용작업기
216,김제만경농공단지,(유)웅진기계 제2공장,선광주,전북특별자치도 김제시 만경읍 만경공단2길 57 ((유) 웅진기계) 외 1필지,29210,농업 및 임업용 기계 제조업 외 1 종,"농업용기계(무논정지기,직파정지기),도장"
217,김제만경농공단지,(유)주성,김성준,전북특별자치도 김제시 만경읍 만경공단2길 21,30201,차체 및 특장차 제조업,"고소작업차 탑승함, 아웃트리거"
218,김제만경농공단지,(유)주성,김성준,전북특별자치도 김제시 만경읍 만경공단2길 10,30201,차체 및 특장차 제조업,특장차 부품
219,김제만경농공단지,(주)금화인버텍,최운서,전북특별자치도 김제시 만경읍 만경공단2길 54,29230,금속 주조 및 기타 야금용 기계 제조업,"용해로, 전기로"
220,김제만경농공단지,(주)백광아이에스티,최태호,전북특별자치도 김제시 만경읍 만경공단2길 86,25112,구조용 금속 판제품 및 공작물 제조업 외 2 종,"고압가스 저장용기,약품투입기,산업용 송풍기"
221,김제만경농공단지,(주)에스지테크,이은영,"전북특별자치도 김제시 만경읍 만경공단2길 28, 만경읍 몽산리 106-13번지 (㈜ 호룡)",22241,운송장비 조립용 플라스틱제품 제조업 외 2 종,"특장차케빈, 특장차프런트 커버"
222,김제만경농공단지,(주)하림,김홍국 외 1명,전북특별자치도 김제시 만경읍 만경공단1길 25 (㈜ 하림) 외 1필지,10801,배합 사료 제조업 외 1 종,"배합사료, 톱밥"
223,김제만경농공단지,(주)호이스트코리아 제2공장,박수배,전북특별자치도 김제시 만경읍 만경공단2길 28 (㈜ 호룡),30201,차체 및 특장차 제조업 외 1 종,"특장차, 특장부품"
224,김제만경농공단지,(주)휴먼레이저,노진화,"전북특별자치도 김제시 만경읍 만경공단2길 21, (몽산리 106-20)",25932,일반철물 제조업,금속제 브래킷
225,김제만경농공단지,세중산업(주),이명애,전북특별자치도 김제시 만경읍 만경공단2길 40 (세중산업),17221,종이 포대 및 가방 제조업 외 5 종,"포대제조,합사등"
226,김제만경농공단지,신성정밀,손성춘,전북특별자치도 김제시 만경읍 만경공단1길 96,25924,절삭가공 및 유사처리업,"자동차부품(SHAFT, ROLLER)"
227,김제만경농공단지,장보고상사,고미정,전북특별자치도 김제시 만경읍 만경공단2길 74 (장보고 푸드),10402,식물성 유지 제조업,"참기름, 들기름, 볶음참깨"
228,김제만경농공단지,제이앤에스엔지니어링 주식회사,"임순미,이경석",전북특별자치도 김제시 만경읍 만경공단1길 82,13224,"천막, 텐트 및 유사 제품 제조업 외 5 종","막 구조물, 차양 컨테이너하우스,목재덱"
229,김제만경농공단지,주)대동금속스텐공업,홍성일,전북특별자치도 김제시 만경읍 만경공단2길 66 (㈜대동금속스텐공업),25112,구조용 금속 판제품 및 공작물 제조업 외 1 종,"스텐레스파이프,발코니,금속제창,방범창"
230,김제만경농공단지,주식회사 세진씰 김제지점,강수진,전북특별자치도 김제시 만경읍 만경공단2길 54,29241,건설 및 채광용 기계장비 제조업 외 1 종,플로팅 씰
231,김제만경농공단지,주식회사 에코시스텍,김두원,전북특별자치도 김제시 만경읍 만경공단1길 82,27213,"물질 검사, 측정 및 분석기구 제조업 외 6 종",계장제어장치
232,김제만경농공단지,주식회사 팜스토리 서울사료 김제,배수한,전북특별자치도 김제시 만경공단1길 8 (만경읍),10801,배합 사료 제조업 외 1 종,배합사료
233,김제만경농공단지,주식회사 하림,"이문용,김홍국",전북특별자치도 김제시 만경읍 만경공단1길 25 (㈜ 하림),16102,표면 가공 목재 및 특정 목적용 제재목 제조업,톱밥
234,김제만경농공단지,주식회사 협승산업,이용식,전북특별자치도 김제시 만경읍 만경공단2길 10,30201,차체 및 특장차 제조업,사다리운반카
235,김제만경농공단지,주식회사 호룡,박장현,전북특별자치도 김제시 만경읍 만경공단2길 28 (㈜ 호룡),30201,차체 및 특장차 제조업 외 3 종,"고가사다리차,고소작업차,트레일러"
236,김제만경농공단지,주식회사 호룡,박장현,전북특별자치도 김제시 만경읍 만경공단2길 11 (㈜ 호룡),30201,차체 및 특장차 제조업 외 2 종,고가사다리차
237,김제만경농공단지,주식회사 호룡,박장현,"전북특별자치도 김제시 만경읍 만경공단1길 44, 만경읍 몽산리 106-25번지",30201,차체 및 특장차 제조업 외 1 종,"고가사다리차,고소작업차,크레인"
238,김제만경농공단지,주식회사 호룡,박장현,전북특별자치도 김제시 만경읍 만경공단2길 10,30201,차체 및 특장차 제조업 외 1 종,"고가사다리차,고소작업차,크레인"
239,김제만경농공단지,주식회사 호룡,박장현,"전북특별자치도 김제시 만경읍 만경공단2길 73, (몽산리 106-16)",30201,차체 및 특장차 제조업 외 6 종,"고가사다리차, 고소작업차, 크레인"
240,김제만경농공단지,지에스(GS)금속,윤혜란,전북특별자치도 김제시 만경읍 만경공단2길 54,24311,선철주물 주조업 외 1 종,상하수도용 맨홀
241,김제순동일반산업단지,(유)건영산업,이경화,"전북특별자치도 김제시 순동산단1길 70, 대화유리(주) (순동)",25111,"금속 문, 창, 셔터 및 관련제품 제조업 외 12 종","하수처리구성품,펌프,크레인"
242,김제순동일반산업단지,(유)우리테크,김상현,전북특별자치도 김제시 순동산단길 160 (순동),22232,포장용 플라스틱 성형용기 제조업,플라스틱 박스
243,김제순동일반산업단지,(유)평화특장,김승자,"전북특별자치도 김제시 순동산단길 178 (순동, 평화특장)",25122,금속탱크 및 저장용기 제조업 외 1 종,유류탱크
244,김제순동일반산업단지,(주)기웅케미칼,김보근,전북특별자치도 김제시 순동산단길 170-3 (순동),22299,그 외 기타 플라스틱 제품 제조업 외 2 종,플라스틱 제품
245,김제순동일반산업단지,(주)다올이앤씨,김춘옥,전북특별자치도 김제시 순동산단1길 44 (순동),26429,기타 무선 통신장비 제조업,전자통신부품
246,김제순동일반산업단지,(주)도부,박청동,"전북특별자치도 김제시 순동산단길 179 (순동, 일합정공㈜)",29210,농업 및 임업용 기계 제조업,농기계
247,김제순동일반산업단지,(주)메이저스마트건설,황혜경,전북특별자치도 김제시 순동산단길 178 (순동),28111,전동기 및 발전기 제조업 외 1 종,"태양광발전장치, 분전반, 배전반"
248,김제순동일반산업단지,(주)미래브이씨,김연민,"전북특별자치도 김제시 순동산단1길 48 (순동, 미래브이씨㈜)",30392,자동차용 신품 제동장치 제조업,허브및드럼
249,김제순동일반산업단지,(주)미석케미칼,김영민,전북특별자치도 김제시 순동산단길 248 (순동),22212,플라스틱 필름 제조업 외 1 종,"인조대리석, 칩"
250,김제순동일반산업단지,(주)엘리코,임영춘,"전북특별자치도 김제시 순동산단길 205 (순동, 엘리코㈜)",31992,자석및자석제품제조업,소포트페라이트
251,김제순동일반산업단지,(주)엠아이텍 김제지점,곽재오,전북특별자치도 김제시 순동산단1길 27-33 (순동),27112,전기식 진단 및 요법 기기 제조업 외 3 종,"혈당측정기, 혈당측정검사지"
252,김제순동일반산업단지,(주)이노아스팔트에멀전,김병수,"전북특별자치도 김제시 순동산단길 164 (순동, 이노아스팔트에멀젼㈜)",23999,그 외 기타 분류 안된 비금속 광물제품 제조업 외 3 종,아스팔트유제
253,김제순동일반산업단지,(주)이코텍,최병대,"전북특별자치도 김제시 순동산단길 147-28 (순동, 이코텍㈜)",25923,도장 및 기타 피막처리업,자동차부품 도장
254,김제순동일반산업단지,(주)참고을,김윤권,"전북특별자치도 김제시 순동산단1길 28-17 (순동, 참고을)",10402,식물성 유지 제조업 외 2 종,"참기름,볶음참께"
255,김제순동일반산업단지,(주)참고을제2공장,김윤권,"전북특별자치도 김제시 순동산단길 95-17 (순동, 참고을)",10743,장류 제조업 외 1 종,장류
256,김제순동일반산업단지,(주)푸드웨어,신동식,"전북특별자치도 김제시 순동산단1길 28-38 (순동, 푸드웨어㈜) 외 1필지",10751,도시락류 제조업 외 1 종,물만두
257,김제순동일반산업단지,FL(에프엘),김현진,전북특별자치도 김제시 순동산단1길 44 (순동),28423,전시 및 광고용 조명장치 제조업 외 1 종,"크리스마스트리장식, 콘크리트조형물"
258,김제순동일반산업단지,디더블유대원 주식회사,박영길,전북특별자치도 김제시 순동산단길 170-16 (순동),25112,구조용 금속 판제품 및 공작물 제조업 외 1 종,레미콘차부품
259,김제순동일반산업단지,보농 주식회사,장석천,전북특별자치도 김제시 순동산단길 179 (순동),29210,농업 및 임업용 기계 제조업,"축사자동목걸이, 축산기자재"
260,김제순동일반산업단지,우영,유호연,전북특별자치도 김제시 순동산단길 195 (순동),29299,그 외 기타 특수목적용 기계 제조업,내장탑 프레임
261,김제순동일반산업단지,유한회사 대경,김상현,전북특별자치도 김제시 순동산단길 195 (순동),30399,그 외 자동차용 신품 부품 제조업,자동차 알루미늄 휠
262,김제순동일반산업단지,정가네푸드,정진화,전북특별자치도 김제시 순동산단길 151 (순동),10619,기타 곡물 가공품 제조업,누룽지
263,김제순동일반산업단지,제이비씨앤에스 주식회사,백영우,전북특별자치도 김제시 순동산단1길 70(순동),30201,차체 및 특장차 제조업,고소작업차(특장차)
264,김제순동일반산업단지,주식회사 상봉모터스,이제훈,"전북특별자치도 김제시 순동산단1길 28-35 (순동, ESSK)",30310,자동차 엔진용 신품 부품 제조업 외 4 종,"자동차용 배기파이프, 자동차매연저감장치,와이퍼링크"
265,김제순동일반산업단지,주식회사 세니피아 ,박인호,전북특별자치도 김제시 순동산단길 129 (순동),10749,기타 식품 첨가물 제조업,"락스, 초음파 젤"
266,김제순동일반산업단지,주식회사 세원물산,김영선,"전북특별자치도 김제시 순동산단1길 44, 순동960-1 (순동, SNA㈜)",25112,구조용 금속 판제품 및 공작물 제조업 외 2 종,"금속계단,비계용지주"
267,김제순동일반산업단지,주식회사 수영산업,김상은,전북특별자치도 김제시 순동산단길 60(순동),17212,골판지 상자 및 가공제품 제조업 외 1 종,"골판지상자, 수출용자동차부품박스"
268,김제순동일반산업단지,주식회사 에프엔프레시,김성열,전북특별자치도 김제시 순동산단길 216(순동) 외 1필지,10121,가금류 가공 및 저장 처리업 외 2 종,"도계육外(신선가공,양념육,염지 등)"
269,김제순동일반산업단지,주식회사 엔이바이오,신영수,전북특별자치도 김제시 순동산단1길 44 (순동),10749,기타 식품 첨가물 제조업,"발효효소식품, 기타발효식품"
270,김제순동일반산업단지,주식회사 영실,박세환,"전북특별자치도 김제시 순동산단길 195, 순동963-2 (순동, 유천㈜)",30201,차체 및 특장차 제조업 외 1 종,"이동목욕차,매트릭스소독차"
271,김제순동일반산업단지,주식회사 지엠에스바이오,정선,전북특별자치도 김제시 순동산단1길 27-33 (순동),27112,전기식 진단 및 요법 기기 제조업 외 1 종,혈당측정기
272,김제순동일반산업단지,주식회사 투지,김필근,전북특별자치도 김제시 순동산단길 170-3 (순동),22199,그 외 기타 고무제품 제조업,"현관매트, PE메트"
